name,text,class
දිනෙත් ශාන් ගිම්හාන,ඇණවුම් අංකය #2345 ට දුන්න delivery address එක වෙනස් කරන්නෙ කොහොමද?,changeAddress
දිනෙත් ශාන් ගිම්හාන,මට දැන ගන්න පුලුවන්ද පානදුර ශාඛාව ඇරලා තියෙන්නෙ කීයේ ඉදන් කීය වෙනකම්ද කියලා,openingHousrs
දිනෙත් ශාන් ගිම්හාන,කොල පාට ටී ශර්ට් එකේ large size එක තියෙනවද?,askSizes
දිනෙත් ශාන් ගිම්හාන,මට දැන ගන්න පුලුවන්ද ඔයගොල්ලන්ගේ පානදුර ශාඛාවේ දුරකතන අංකය?,telephone
සනූජා,ඇණවුම් අංකය #2345 අදාල ඇණවුම අවලංගු කරන්න ඕනෙ,cancelOrder
සනූජා,ඇණවුම් අංකය #2345 අදාල ලිපිනය වෙනස් කරන්න ඕනෙ,changeAddress
සනූජා,කුරුණෑගල ශාඛාව විවෘත වේලාවන් මොනවාද?,openingHousrs
සනූජා,කොළ පැහැ t-shirt එකෙ small size එක කියනවද?,askSizes
සනූජා,සුභ උදෑසනක්! කුරුණෑගල ශාඛාවෙ  දුරකථන අංකය ගන්න පුලුවන්ද,telephone
Yasiru,#2345 ඇණවුම අවලංගු කරන්න,cancelOrder
Yasiru,#2345 ඇණවුමේ ලිපිනය වෙනස් කළ යුතුයි,changeAddress
Yasiru,කීයටද  ශාඛාව විවෘතව තිබෙන්නේ,openingHousrs
Yasiru,කොළ පාට tshirt  එකේ small size එක තිබෙනවා ද,askSizes
Yasiru,මට නුවරඑළිය ශාඛාවේ දුරකථන අංකය අවශ්‍යයි .,telephone
